"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/30/2019 00:20:00","MILLWD",61759,16.27,1.26,0.00
"05/30/2019 00:20:00","N.Y.C.",61761,16.37,1.37,0.00
"05/30/2019 00:20:00","NORTH",61755,14.64,-0.37,0.00
"05/30/2019 00:20:00","NPX",61845,16.04,1.03,0.00
"05/30/2019 00:20:00","O H",61846,13.94,-1.07,0.00
"05/30/2019 00:20:00","PJM",61847,15.22,0.21,0.00
"05/30/2019 00:20:00","WEST",61752,14.20,-0.81,0.00
"05/30/2019 00:25:00","CAPITL",61757,15.74,0.96,0.00
"05/30/2019 00:25:00","CENTRL",61754,14.68,-0.10,0.00
"05/30/2019 00:25:00","DUNWOD",61760,16.04,1.26,0.00
"05/30/2019 00:25:00","GENESE",61753,14.06,-0.72,0.00
"05/30/2019 00:25:00","H Q",61844,14.52,-0.27,0.00
"05/30/2019 00:25:00","HUD VL",61758,15.92,1.14,0.00
"05/30/2019 00:25:00","LONGIL",61762,16.30,1.52,0.00
"05/30/2019 00:25:00","MHK VL",61756,14.89,0.10,0.00
"05/30/2019 00:25:00","MILLWD",61759,16.04,1.26,0.00
"05/30/2019 00:25:00","N.Y.C.",61761,16.14,1.36,0.00
"05/30/2019 00:25:00","NORTH",61755,14.43,-0.35,0.00
"05/30/2019 00:25:00","NPX",61845,15.83,1.05,0.00
"05/30/2019 00:25:00","O H",61846,13.63,-1.15,0.00
"05/30/2019 00:25:00","PJM",61847,14.93,0.15,0.00
"05/30/2019 00:25:00","WEST",61752,13.87,-0.92,0.00
"05/30/2019 00:30:00","CAPITL",61757,14.11,0.85,0.00
"05/30/2019 00:30:00","CENTRL",61754,13.18,-0.08,0.00
"05/30/2019 00:30:00","DUNWOD",61760,14.37,1.11,0.00
"05/30/2019 00:30:00","GENESE",61753,12.64,-0.62,0.00
"05/30/2019 00:30:00","H Q",61844,13.02,-0.24,0.00
"05/30/2019 00:30:00","HUD VL",61758,14.27,1.01,0.00
"05/30/2019 00:30:00","LONGIL",61762,14.60,1.34,0.00
"05/30/2019 00:30:00","MHK VL",61756,13.35,0.09,0.00
"05/30/2019 00:30:00","MILLWD",61759,14.37,1.11,0.00
"05/30/2019 00:30:00","N.Y.C.",61761,14.47,1.21,0.00
"05/30/2019 00:30:00","NORTH",61755,12.94,-0.32,0.00
"05/30/2019 00:30:00","NPX",61845,14.19,0.93,0.00
"05/30/2019 00:30:00","O H",61846,12.28,-0.98,0.00
"05/30/2019 00:30:00","PJM",61847,13.41,0.15,0.00
"05/30/2019 00:30:00","WEST",61752,12.49,-0.77,0.00
"05/30/2019 00:35:00","CAPITL",61757,14.05,0.85,0.00
"05/30/2019 00:35:00","CENTRL",61754,13.12,-0.08,0.00
"05/30/2019 00:35:00","DUNWOD",61760,14.31,1.11,0.00
"05/30/2019 00:35:00","GENESE",61753,12.59,-0.61,0.00
"05/30/2019 00:35:00","H Q",61844,12.96,-0.24,0.00
"05/30/2019 00:35:00","HUD VL",61758,14.20,1.00,0.00
"05/30/2019 00:35:00","LONGIL",61762,14.53,1.33,0.00
"05/30/2019 00:35:00","MHK VL",61756,13.28,0.08,0.00
"05/30/2019 00:35:00","MILLWD",61759,14.31,1.11,0.00
"05/30/2019 00:35:00","N.Y.C.",61761,14.40,1.20,0.00
"05/30/2019 00:35:00","NORTH",61755,12.86,-0.34,0.00
"05/30/2019 00:35:00","NPX",61845,14.12,0.92,0.00
"05/30/2019 00:35:00","O H",61846,12.25,-0.95,0.00
"05/30/2019 00:35:00","PJM",61847,13.37,0.17,0.00
"05/30/2019 00:35:00","WEST",61752,12.48,-0.73,0.00
"05/30/2019 00:40:00","CAPITL",61757,13.85,0.81,0.00
"05/30/2019 00:40:00","CENTRL",61754,13.04,0.00,0.00
"05/30/2019 00:40:00","DUNWOD",61760,14.10,1.06,0.00
"05/30/2019 00:40:00","GENESE",61753,12.52,-0.52,0.00
"05/30/2019 00:40:00","H Q",61844,12.80,-0.25,0.00
"05/30/2019 00:40:00","HUD VL",61758,14.01,0.97,0.00
"05/30/2019 00:40:00","LONGIL",61762,14.32,1.28,0.00
"05/30/2019 00:40:00","MHK VL",61756,13.14,0.09,0.00
"05/30/2019 00:40:00","MILLWD",61759,14.11,1.07,0.00
"05/30/2019 00:40:00","N.Y.C.",61761,14.19,1.15,0.00
"05/30/2019 00:40:00","NORTH",61755,12.69,-0.35,0.00
"05/30/2019 00:40:00","NPX",61845,13.93,0.89,0.00
"05/30/2019 00:40:00","O H",61846,12.27,-0.77,0.00
"05/30/2019 00:40:00","PJM",61847,13.32,0.27,0.00
"05/30/2019 00:40:00","WEST",61752,12.51,-0.54,0.00
"05/30/2019 00:45:00","CAPITL",61757,13.88,0.81,0.00
"05/30/2019 00:45:00","CENTRL",61754,13.06,-0.01,0.00
"05/30/2019 00:45:00","DUNWOD",61760,14.14,1.07,0.00
"05/30/2019 00:45:00","GENESE",61753,12.52,-0.55,0.00
"05/30/2019 00:45:00","H Q",61844,12.82,-0.25,0.00
"05/30/2019 00:45:00","HUD VL",61758,14.04,0.97,0.00
"05/30/2019 00:45:00","LONGIL",61762,14.37,1.29,0.00
"05/30/2019 00:45:00","MHK VL",61756,13.16,0.09,0.00
"05/30/2019 00:45:00","MILLWD",61759,14.14,1.07,0.00
"05/30/2019 00:45:00","N.Y.C.",61761,14.23,1.16,0.00
"05/30/2019 00:45:00","NORTH",61755,12.73,-0.34,0.00
"05/30/2019 00:45:00","NPX",61845,13.96,0.89,0.00
"05/30/2019 00:45:00","O H",61846,12.27,-0.80,0.00
"05/30/2019 00:45:00","PJM",61847,13.35,0.27,0.00
"05/30/2019 00:45:00","WEST",61752,12.51,-0.56,0.00
"05/30/2019 00:50:00","CAPITL",61757,15.94,0.95,0.00
"05/30/2019 00:50:00","CENTRL",61754,14.98,-0.01,0.00
"05/30/2019 00:50:00","DUNWOD",61760,16.29,1.29,0.00
"05/30/2019 00:50:00","GENESE",61753,14.38,-0.62,0.00
"05/30/2019 00:50:00","H Q",61844,14.70,-0.30,0.00
"05/30/2019 00:50:00","HUD VL",61758,16.15,1.15,0.00
"05/30/2019 00:50:00","LONGIL",61762,16.54,1.54,0.00
"05/30/2019 00:50:00","MHK VL",61756,15.10,0.11,0.00
"05/30/2019 00:50:00","MILLWD",61759,16.29,1.29,0.00
"05/30/2019 00:50:00","N.Y.C.",61761,16.40,1.41,0.00
"05/30/2019 00:50:00","NORTH",61755,14.56,-0.44,0.00
"05/30/2019 00:50:00","NPX",61845,16.05,1.05,0.00
"05/30/2019 00:50:00","O H",61846,14.08,-0.92,0.00
"05/30/2019 00:50:00","PJM",61847,15.31,0.32,0.00
"05/30/2019 00:50:00","WEST",61752,14.35,-0.64,0.00
"05/30/2019 00:55:00","CAPITL",61757,15.36,0.91,0.00
"05/30/2019 00:55:00","CENTRL",61754,14.43,-0.01,0.00
"05/30/2019 00:55:00","DUNWOD",61760,15.67,1.23,0.00
"05/30/2019 00:55:00","GENESE",61753,13.85,-0.59,0.00
"05/30/2019 00:55:00","H Q",61844,14.16,-0.29,0.00
"05/30/2019 00:55:00","HUD VL",61758,15.56,1.11,0.00
"05/30/2019 00:55:00","LONGIL",61762,15.92,1.47,0.00
"05/30/2019 00:55:00","MHK VL",61756,14.56,0.12,0.00
"05/30/2019 00:55:00","MILLWD",61759,15.67,1.23,0.00
"05/30/2019 00:55:00","N.Y.C.",61761,15.79,1.34,0.00
"05/30/2019 00:55:00","NORTH",61755,14.03,-0.42,0.00
"05/30/2019 00:55:00","NPX",61845,15.46,1.01,0.00
"05/30/2019 00:55:00","O H",61846,13.55,-0.90,0.00
"05/30/2019 00:55:00","PJM",61847,14.73,0.29,0.00
"05/30/2019 00:55:00","WEST",61752,13.81,-0.64,0.00
"05/30/2019 01:00:00","CAPITL",61757,16.03,0.96,0.00
"05/30/2019 01:00:00","CENTRL",61754,15.05,-0.02,0.00
"05/30/2019 01:00:00","DUNWOD",61760,16.34,1.28,0.00
"05/30/2019 01:00:00","GENESE",61753,14.46,-0.60,0.00
"05/30/2019 01:00:00","H Q",61844,14.75,-0.32,0.00
"05/30/2019 01:00:00","HUD VL",61758,16.21,1.14,0.00
"05/30/2019 01:00:00","LONGIL",61762,16.66,1.60,0.00
"05/30/2019 01:00:00","MHK VL",61756,15.17,0.11,0.00
"05/30/2019 01:00:00","MILLWD",61759,16.34,1.28,0.00
"05/30/2019 01:00:00","N.Y.C.",61761,16.45,1.38,0.00
"05/30/2019 01:00:00","NORTH",61755,14.60,-0.47,0.00
"05/30/2019 01:00:00","NPX",61845,16.13,1.07,0.00
"05/30/2019 01:00:00","O H",61846,14.17,-0.89,0.00
"05/30/2019 01:00:00","PJM",61847,15.38,0.32,0.00
"05/30/2019 01:00:00","WEST",61752,14.43,-0.63,0.00
"05/30/2019 01:05:00","CAPITL",61757,16.51,0.99,0.00
"05/30/2019 01:05:00","CENTRL",61754,15.53,0.02,0.00
"05/30/2019 01:05:00","DUNWOD",61760,16.80,1.29,0.00
"05/30/2019 01:05:00","GENESE",61753,14.92,-0.59,0.00
"05/30/2019 01:05:00","H Q",61844,15.19,-0.33,0.00
"05/30/2019 01:05:00","HUD VL",61758,16.66,1.15,0.00
"05/30/2019 01:05:00","LONGIL",61762,17.16,1.64,0.00
"05/30/2019 01:05:00","MHK VL",61756,15.62,0.11,0.00
"05/30/2019 01:05:00","MILLWD",61759,16.80,1.29,0.00
"05/30/2019 01:05:00","N.Y.C.",61761,16.89,1.38,0.00
"05/30/2019 01:05:00","NORTH",61755,15.05,-0.47,0.00
"05/30/2019 01:05:00","NPX",61845,16.60,1.09,0.00
"05/30/2019 01:05:00","O H",61846,14.68,-0.84,0.00
"05/30/2019 01:05:00","PJM",61847,15.89,0.37,0.00
"05/30/2019 01:05:00","WEST",61752,14.96,-0.56,0.00
"05/30/2019 01:10:00","CAPITL",61757,16.04,0.98,0.00
"05/30/2019 01:10:00","CENTRL",61754,15.09,0.03,0.00
"05/30/2019 01:10:00","DUNWOD",61760,16.30,1.24,0.00
"05/30/2019 01:10:00","GENESE",61753,14.49,-0.57,0.00
"05/30/2019 01:10:00","H Q",61844,14.75,-0.32,0.00
"05/30/2019 01:10:00","HUD VL",61758,16.18,1.11,0.00
"05/30/2019 01:10:00","LONGIL",61762,16.61,1.55,0.00
"05/30/2019 01:10:00","MHK VL",61756,15.18,0.12,0.00
"05/30/2019 01:10:00","MILLWD",61759,16.30,1.24,0.00
"05/30/2019 01:10:00","N.Y.C.",61761,16.40,1.34,0.00
"05/30/2019 01:10:00","NORTH",61755,14.62,-0.44,0.00
"05/30/2019 01:10:00","NPX",61845,16.13,1.07,0.00
"05/30/2019 01:10:00","O H",61846,14.26,-0.80,0.00
"05/30/2019 01:10:00","PJM",61847,15.44,0.38,0.00
"05/30/2019 01:10:00","WEST",61752,14.52,-0.54,0.00
"05/30/2019 01:15:00","CAPITL",61757,16.04,0.97,0.00
"05/30/2019 01:15:00","CENTRL",61754,15.12,0.05,0.00
"05/30/2019 01:15:00","DUNWOD",61760,16.31,1.24,0.00
"05/30/2019 01:15:00","GENESE",61753,14.52,-0.56,0.00
"05/30/2019 01:15:00","H Q",61844,14.78,-0.30,0.00
"05/30/2019 01:15:00","HUD VL",61758,16.19,1.12,0.00
"05/30/2019 01:15:00","LONGIL",61762,16.64,1.57,0.00
"05/30/2019 01:15:00","MHK VL",61756,15.20,0.12,0.00
"05/30/2019 01:15:00","MILLWD",61759,16.31,1.24,0.00
"05/30/2019 01:15:00","N.Y.C.",61761,16.42,1.34,0.00
"05/30/2019 01:15:00","NORTH",61755,14.64,-0.44,0.00
"05/30/2019 01:15:00","NPX",61845,16.13,1.05,0.00
"05/30/2019 01:15:00","O H",61846,14.28,-0.80,0.00
"05/30/2019 01:15:00","PJM",61847,15.44,0.36,0.00
"05/30/2019 01:15:00","WEST",61752,14.53,-0.54,0.00
"05/30/2019 01:20:00","CAPITL",61757,16.04,0.97,0.00
"05/30/2019 01:20:00","CENTRL",61754,15.12,0.05,0.00
"05/30/2019 01:20:00","DUNWOD",61760,16.33,1.25,0.00
"05/30/2019 01:20:00","GENESE",61753,14.52,-0.56,0.00
"05/30/2019 01:20:00","H Q",61844,14.76,-0.32,0.00
"05/30/2019 01:20:00","HUD VL",61758,16.21,1.13,0.00
"05/30/2019 01:20:00","LONGIL",61762,16.64,1.57,0.00
"05/30/2019 01:20:00","MHK VL",61756,15.20,0.12,0.00
"05/30/2019 01:20:00","MILLWD",61759,16.33,1.25,0.00
"05/30/2019 01:20:00","N.Y.C.",61761,16.43,1.36,0.00
"05/30/2019 01:20:00","NORTH",61755,14.61,-0.47,0.00
"05/30/2019 01:20:00","NPX",61845,16.15,1.07,0.00
"05/30/2019 01:20:00","O H",61846,14.28,-0.80,0.00
"05/30/2019 01:20:00","PJM",61847,15.45,0.38,0.00
"05/30/2019 01:20:00","WEST",61752,14.53,-0.54,0.00
"05/30/2019 01:25:00","CAPITL",61757,16.03,0.96,0.00
"05/30/2019 01:25:00","CENTRL",61754,15.12,0.06,0.00
"05/30/2019 01:25:00","DUNWOD",61760,16.31,1.25,0.00
"05/30/2019 01:25:00","GENESE",61753,14.51,-0.56,0.00
"05/30/2019 01:25:00","H Q",61844,14.75,-0.32,0.00
"05/30/2019 01:25:00","HUD VL",61758,16.18,1.11,0.00
"05/30/2019 01:25:00","LONGIL",61762,16.63,1.57,0.00
"05/30/2019 01:25:00","MHK VL",61756,15.18,0.12,0.00
"05/30/2019 01:25:00","MILLWD",61759,16.31,1.25,0.00
"05/30/2019 01:25:00","N.Y.C.",61761,16.42,1.36,0.00
"05/30/2019 01:25:00","NORTH",61755,14.61,-0.45,0.00
"05/30/2019 01:25:00","NPX",61845,16.13,1.07,0.00
"05/30/2019 01:25:00","O H",61846,14.28,-0.78,0.00
"05/30/2019 01:25:00","PJM",61847,15.44,0.38,0.00
"05/30/2019 01:25:00","WEST",61752,14.53,-0.53,0.00
"05/30/2019 01:30:00","CAPITL",61757,16.04,0.97,0.00
"05/30/2019 01:30:00","CENTRL",61754,15.15,0.08,0.00
"05/30/2019 01:30:00","DUNWOD",61760,16.31,1.24,0.00
"05/30/2019 01:30:00","GENESE",61753,14.55,-0.53,0.00
"05/30/2019 01:30:00","H Q",61844,14.76,-0.32,0.00
"05/30/2019 01:30:00","HUD VL",61758,16.18,1.10,0.00
"05/30/2019 01:30:00","LONGIL",61762,16.63,1.55,0.00
"05/30/2019 01:30:00","MHK VL",61756,15.20,0.12,0.00
"05/30/2019 01:30:00","MILLWD",61759,16.30,1.22,0.00
"05/30/2019 01:30:00","N.Y.C.",61761,16.40,1.33,0.00
"05/30/2019 01:30:00","NORTH",61755,14.61,-0.47,0.00
"05/30/2019 01:30:00","NPX",61845,16.15,1.07,0.00
"05/30/2019 01:30:00","O H",61846,14.34,-0.74,0.00
"05/30/2019 01:30:00","PJM",61847,15.48,0.41,0.00
"05/30/2019 01:30:00","WEST",61752,14.59,-0.48,0.00
"05/30/2019 01:35:00","CAPITL",61757,17.23,1.05,0.00
"05/30/2019 01:35:00","CENTRL",61754,16.25,0.06,0.00
"05/30/2019 01:35:00","DUNWOD",61760,17.49,1.31,0.00
"05/30/2019 01:35:00","GENESE",61753,15.61,-0.57,0.00
"05/30/2019 01:35:00","H Q",61844,15.84,-0.34,0.00
"05/30/2019 01:35:00","HUD VL",61758,17.36,1.18,0.00
"05/30/2019 01:35:00","LONGIL",61762,17.83,1.65,0.00
"05/30/2019 01:35:00","MHK VL",61756,16.29,0.11,0.00
"05/30/2019 01:35:00","MILLWD",61759,17.49,1.31,0.00
"05/30/2019 01:35:00","N.Y.C.",61761,17.60,1.42,0.00
"05/30/2019 01:35:00","NORTH",61755,15.68,-0.50,0.00
"05/30/2019 01:35:00","NPX",61845,17.33,1.15,0.00
"05/30/2019 01:35:00","O H",61846,15.37,-0.81,0.00
"05/30/2019 01:35:00","PJM",61847,16.57,0.39,0.00
"05/30/2019 01:35:00","WEST",61752,15.65,-0.53,0.00
"05/30/2019 01:40:00","CAPITL",61757,16.54,1.01,0.00
"05/30/2019 01:40:00","CENTRL",61754,15.61,0.08,0.00
"05/30/2019 01:40:00","DUNWOD",61760,16.80,1.27,0.00
"05/30/2019 01:40:00","GENESE",61753,14.99,-0.54,0.00
"05/30/2019 01:40:00","H Q",61844,15.19,-0.34,0.00
"05/30/2019 01:40:00","HUD VL",61758,16.68,1.15,0.00
"05/30/2019 01:40:00","LONGIL",61762,17.11,1.58,0.00
"05/30/2019 01:40:00","MHK VL",61756,15.64,0.11,0.00
"05/30/2019 01:40:00","MILLWD",61759,16.80,1.27,0.00
"05/30/2019 01:40:00","N.Y.C.",61761,16.91,1.38,0.00
"05/30/2019 01:40:00","NORTH",61755,15.03,-0.50,0.00
"05/30/2019 01:40:00","NPX",61845,16.65,1.12,0.00
"05/30/2019 01:40:00","O H",61846,14.75,-0.78,0.00
"05/30/2019 01:40:00","PJM",61847,15.93,0.40,0.00
"05/30/2019 01:40:00","WEST",61752,15.02,-0.51,0.00
"05/30/2019 01:45:00","CAPITL",61757,16.01,0.96,0.00
"05/30/2019 01:45:00","CENTRL",61754,15.11,0.06,0.00
"05/30/2019 01:45:00","DUNWOD",61760,16.28,1.23,0.00
"05/30/2019 01:45:00","GENESE",61753,14.51,-0.54,0.00
"05/30/2019 01:45:00","H Q",61844,14.73,-0.32,0.00
"05/30/2019 01:45:00","HUD VL",61758,16.16,1.11,0.00
"05/30/2019 01:45:00","LONGIL",61762,16.58,1.54,0.00
"05/30/2019 01:45:00","MHK VL",61756,15.15,0.11,0.00
"05/30/2019 01:45:00","MILLWD",61759,16.28,1.23,0.00
"05/30/2019 01:45:00","N.Y.C.",61761,16.39,1.34,0.00
"05/30/2019 01:45:00","NORTH",61755,14.58,-0.47,0.00
"05/30/2019 01:45:00","NPX",61845,16.12,1.07,0.00
"05/30/2019 01:45:00","O H",61846,14.26,-0.78,0.00
"05/30/2019 01:45:00","PJM",61847,15.41,0.36,0.00
"05/30/2019 01:45:00","WEST",61752,14.51,-0.54,0.00
"05/30/2019 01:50:00","CAPITL",61757,15.79,0.96,0.00
"05/30/2019 01:50:00","CENTRL",61754,14.88,0.06,0.00
"05/30/2019 01:50:00","DUNWOD",61760,16.04,1.22,0.00
"05/30/2019 01:50:00","GENESE",61753,14.28,-0.55,0.00
"05/30/2019 01:50:00","H Q",61844,14.51,-0.31,0.00
"05/30/2019 01:50:00","HUD VL",61758,15.92,1.10,0.00
"05/30/2019 01:50:00","LONGIL",61762,16.35,1.53,0.00
"05/30/2019 01:50:00","MHK VL",61756,14.93,0.10,0.00
"05/30/2019 01:50:00","MILLWD",61759,16.04,1.22,0.00
"05/30/2019 01:50:00","N.Y.C.",61761,16.14,1.32,0.00
"05/30/2019 01:50:00","NORTH",61755,14.35,-0.47,0.00
"05/30/2019 01:50:00","NPX",61845,15.89,1.07,0.00
"05/30/2019 01:50:00","O H",61846,14.04,-0.79,0.00
"05/30/2019 01:50:00","PJM",61847,15.18,0.36,0.00
"05/30/2019 01:50:00","WEST",61752,14.29,-0.53,0.00
"05/30/2019 01:55:00","CAPITL",61757,15.77,0.96,0.00
"05/30/2019 01:55:00","CENTRL",61754,14.87,0.06,0.00
"05/30/2019 01:55:00","DUNWOD",61760,16.04,1.23,0.00
"05/30/2019 01:55:00","GENESE",61753,14.28,-0.53,0.00
"05/30/2019 01:55:00","H Q",61844,14.50,-0.31,0.00
"05/30/2019 01:55:00","HUD VL",61758,15.92,1.11,0.00
"05/30/2019 01:55:00","LONGIL",61762,16.34,1.53,0.00
"05/30/2019 01:55:00","MHK VL",61756,14.91,0.10,0.00
"05/30/2019 01:55:00","MILLWD",61759,16.02,1.21,0.00
"05/30/2019 01:55:00","N.Y.C.",61761,16.13,1.32,0.00
"05/30/2019 01:55:00","NORTH",61755,14.32,-0.49,0.00
"05/30/2019 01:55:00","NPX",61845,15.88,1.07,0.00
"05/30/2019 01:55:00","O H",61846,14.06,-0.75,0.00
"05/30/2019 01:55:00","PJM",61847,15.18,0.37,0.00
"05/30/2019 01:55:00","WEST",61752,14.29,-0.52,0.00
"05/30/2019 02:00:00","CAPITL",61757,15.77,0.96,0.00
"05/30/2019 02:00:00","CENTRL",61754,14.85,0.04,0.00
"05/30/2019 02:00:00","DUNWOD",61760,16.05,1.24,0.00
"05/30/2019 02:00:00","GENESE",61753,14.25,-0.56,0.00
"05/30/2019 02:00:00","H Q",61844,14.50,-0.31,0.00
"05/30/2019 02:00:00","HUD VL",61758,15.92,1.11,0.00
"05/30/2019 02:00:00","LONGIL",61762,16.42,1.61,0.00
"05/30/2019 02:00:00","MHK VL",61756,14.90,0.09,0.00
"05/30/2019 02:00:00","MILLWD",61759,16.04,1.23,0.00
"05/30/2019 02:00:00","N.Y.C.",61761,16.14,1.33,0.00
"05/30/2019 02:00:00","NORTH",61755,14.34,-0.47,0.00
"05/30/2019 02:00:00","NPX",61845,15.88,1.07,0.00
"05/30/2019 02:00:00","O H",61846,14.00,-0.81,0.00
"05/30/2019 02:00:00","PJM",61847,15.16,0.35,0.00
"05/30/2019 02:00:00","WEST",61752,14.25,-0.56,0.00
"05/30/2019 02:05:00","CAPITL",61757,15.79,0.96,0.00
"05/30/2019 02:05:00","CENTRL",61754,14.85,0.03,0.00
"05/30/2019 02:05:00","DUNWOD",61760,16.05,1.23,0.00
"05/30/2019 02:05:00","GENESE",61753,14.26,-0.56,0.00
"05/30/2019 02:05:00","H Q",61844,14.51,-0.31,0.00
"05/30/2019 02:05:00","HUD VL",61758,15.92,1.10,0.00
"05/30/2019 02:05:00","LONGIL",61762,16.50,1.67,0.00
"05/30/2019 02:05:00","MHK VL",61756,14.91,0.09,0.00
"05/30/2019 02:05:00","MILLWD",61759,16.05,1.23,0.00
"05/30/2019 02:05:00","N.Y.C.",61761,16.16,1.33,0.00
"05/30/2019 02:05:00","NORTH",61755,14.36,-0.46,0.00
"05/30/2019 02:05:00","NPX",61845,15.89,1.07,0.00
"05/30/2019 02:05:00","O H",61846,14.01,-0.82,0.00
"05/30/2019 02:05:00","PJM",61847,15.15,0.33,0.00
"05/30/2019 02:05:00","WEST",61752,14.25,-0.58,0.00
"05/30/2019 02:10:00","CAPITL",61757,15.76,0.95,0.00
"05/30/2019 02:10:00","CENTRL",61754,14.84,0.03,0.00
"05/30/2019 02:10:00","DUNWOD",61760,16.04,1.23,0.00
"05/30/2019 02:10:00","GENESE",61753,14.25,-0.56,0.00
"05/30/2019 02:10:00","H Q",61844,14.51,-0.30,0.00
"05/30/2019 02:10:00","HUD VL",61758,15.92,1.11,0.00
"05/30/2019 02:10:00","LONGIL",61762,16.47,1.66,0.00
"05/30/2019 02:10:00","MHK VL",61756,14.90,0.09,0.00
"05/30/2019 02:10:00","MILLWD",61759,16.02,1.21,0.00
"05/30/2019 02:10:00","N.Y.C.",61761,16.13,1.32,0.00
"05/30/2019 02:10:00","NORTH",61755,14.37,-0.44,0.00
"05/30/2019 02:10:00","NPX",61845,15.88,1.07,0.00
"05/30/2019 02:10:00","O H",61846,13.98,-0.83,0.00
"05/30/2019 02:10:00","PJM",61847,15.14,0.33,0.00
"05/30/2019 02:10:00","WEST",61752,14.23,-0.58,0.00
"05/30/2019 02:15:00","CAPITL",61757,15.76,0.93,0.00
"05/30/2019 02:15:00","CENTRL",61754,14.88,0.06,0.00
"05/30/2019 02:15:00","DUNWOD",61760,16.04,1.22,0.00
"05/30/2019 02:15:00","GENESE",61753,14.29,-0.53,0.00
"05/30/2019 02:15:00","H Q",61844,14.53,-0.30,0.00
"05/30/2019 02:15:00","HUD VL",61758,15.92,1.10,0.00
"05/30/2019 02:15:00","LONGIL",61762,16.47,1.65,0.00
"05/30/2019 02:15:00","MHK VL",61756,14.91,0.09,0.00
"05/30/2019 02:15:00","MILLWD",61759,16.02,1.20,0.00
