Time Stamp,Time Zone,Name,PTID,10 Min Spinning Reserve ($/MWHr),10 Min Non-Synchronous Reserve ($/MWHr),30 Min Operating Reserve ($/MWHr),NYCA Regulation Capacity ($/MWHr)
05/31/2019 06:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,7.11
05/31/2019 06:00,EDT,NORTH,61755,3.00,3.00,3.00,7.11
05/31/2019 06:00,EDT,WEST,61752,3.00,3.00,3.00,7.11
05/31/2019 07:00,EDT,CAPITL,61757,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,CENTRL,61754,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,DUNWOD,61760,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,GENESE,61753,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,HUD VL,61758,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,LONGIL,61762,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,MHK VL,61756,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,MILLWD,61759,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,NORTH,61755,3.00,3.00,3.00,5.00
05/31/2019 07:00,EDT,WEST,61752,3.00,3.00,3.00,5.00
05/31/2019 08:00,EDT,CAPITL,61757,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,CENTRL,61754,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,DUNWOD,61760,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,GENESE,61753,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,HUD VL,61758,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,LONGIL,61762,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,MHK VL,61756,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,MILLWD,61759,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,NORTH,61755,3.00,3.00,3.00,8.62
05/31/2019 08:00,EDT,WEST,61752,3.00,3.00,3.00,8.62
05/31/2019 09:00,EDT,CAPITL,61757,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,CENTRL,61754,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,DUNWOD,61760,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,GENESE,61753,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,HUD VL,61758,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,LONGIL,61762,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,MHK VL,61756,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,MILLWD,61759,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,NORTH,61755,3.00,3.00,3.00,5.00
05/31/2019 09:00,EDT,WEST,61752,3.00,3.00,3.00,5.00
05/31/2019 10:00,EDT,CAPITL,61757,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,CENTRL,61754,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,DUNWOD,61760,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,GENESE,61753,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,HUD VL,61758,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,LONGIL,61762,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,MHK VL,61756,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,MILLWD,61759,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,NORTH,61755,3.00,3.00,3.00,8.08
05/31/2019 10:00,EDT,WEST,61752,3.00,3.00,3.00,8.08
05/31/2019 11:00,EDT,CAPITL,61757,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,CENTRL,61754,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,DUNWOD,61760,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,GENESE,61753,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,HUD VL,61758,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,LONGIL,61762,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,MHK VL,61756,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,MILLWD,61759,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,N.Y.C.,61761,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,NORTH,61755,4.45,4.45,4.45,5.00
05/31/2019 11:00,EDT,WEST,61752,4.45,4.45,4.45,5.00
05/31/2019 12:00,EDT,CAPITL,61757,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,CENTRL,61754,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,DUNWOD,61760,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,GENESE,61753,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,HUD VL,61758,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,LONGIL,61762,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,MHK VL,61756,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,MILLWD,61759,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,N.Y.C.,61761,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,NORTH,61755,4.56,4.45,4.45,8.76
05/31/2019 12:00,EDT,WEST,61752,4.56,4.45,4.45,8.76
05/31/2019 13:00,EDT,CAPITL,61757,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,CENTRL,61754,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,DUNWOD,61760,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,GENESE,61753,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,HUD VL,61758,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,LONGIL,61762,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,MHK VL,61756,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,MILLWD,61759,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,N.Y.C.,61761,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,NORTH,61755,4.56,4.45,4.45,6.02
05/31/2019 13:00,EDT,WEST,61752,4.56,4.45,4.45,6.02
05/31/2019 14:00,EDT,CAPITL,61757,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,CENTRL,61754,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,DUNWOD,61760,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,GENESE,61753,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,HUD VL,61758,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,LONGIL,61762,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,MHK VL,61756,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,MILLWD,61759,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,N.Y.C.,61761,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,NORTH,61755,4.50,4.00,4.00,8.53
05/31/2019 14:00,EDT,WEST,61752,4.50,4.00,4.00,8.53
05/31/2019 15:00,EDT,CAPITL,61757,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,CENTRL,61754,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,DUNWOD,61760,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,GENESE,61753,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,HUD VL,61758,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,LONGIL,61762,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,MHK VL,61756,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,MILLWD,61759,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,N.Y.C.,61761,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,NORTH,61755,4.60,4.10,4.10,5.00
05/31/2019 15:00,EDT,WEST,61752,4.60,4.10,4.10,5.00
05/31/2019 16:00,EDT,CAPITL,61757,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,CENTRL,61754,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,DUNWOD,61760,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,GENESE,61753,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,HUD VL,61758,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,LONGIL,61762,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,MHK VL,61756,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,MILLWD,61759,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,N.Y.C.,61761,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,NORTH,61755,5.00,4.00,4.00,5.00
05/31/2019 16:00,EDT,WEST,61752,5.00,4.00,4.00,5.00
05/31/2019 17:00,EDT,CAPITL,61757,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,CENTRL,61754,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,DUNWOD,61760,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,GENESE,61753,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,HUD VL,61758,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,LONGIL,61762,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,MHK VL,61756,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,MILLWD,61759,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,N.Y.C.,61761,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,NORTH,61755,4.60,4.00,4.00,5.00
05/31/2019 17:00,EDT,WEST,61752,4.60,4.00,4.00,5.00
05/31/2019 18:00,EDT,CAPITL,61757,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,CENTRL,61754,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,DUNWOD,61760,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,GENESE,61753,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,HUD VL,61758,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,LONGIL,61762,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,MHK VL,61756,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,MILLWD,61759,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,N.Y.C.,61761,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,NORTH,61755,4.11,4.00,4.00,5.00
05/31/2019 18:00,EDT,WEST,61752,4.11,4.00,4.00,5.00
05/31/2019 19:00,EDT,CAPITL,61757,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,CENTRL,61754,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,DUNWOD,61760,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,GENESE,61753,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,HUD VL,61758,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,LONGIL,61762,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,MHK VL,61756,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,MILLWD,61759,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,NORTH,61755,3.00,3.00,3.00,5.00
05/31/2019 19:00,EDT,WEST,61752,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,CAPITL,61757,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,CENTRL,61754,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,DUNWOD,61760,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,GENESE,61753,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,HUD VL,61758,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,LONGIL,61762,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,MHK VL,61756,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,MILLWD,61759,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,NORTH,61755,3.00,3.00,3.00,5.00
05/31/2019 20:00,EDT,WEST,61752,3.00,3.00,3.00,5.00
05/31/2019 21:00,EDT,CAPITL,61757,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,CENTRL,61754,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,DUNWOD,61760,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,GENESE,61753,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,HUD VL,61758,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,LONGIL,61762,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,MHK VL,61756,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,MILLWD,61759,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,NORTH,61755,3.00,3.00,3.00,7.91
05/31/2019 21:00,EDT,WEST,61752,3.00,3.00,3.00,7.91
05/31/2019 22:00,EDT,CAPITL,61757,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,CENTRL,61754,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,DUNWOD,61760,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,GENESE,61753,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,HUD VL,61758,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,LONGIL,61762,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,MHK VL,61756,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,MILLWD,61759,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,N.Y.C.,61761,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,NORTH,61755,3.23,3.23,3.23,5.00
05/31/2019 22:00,EDT,WEST,61752,3.23,3.23,3.23,5.00
05/31/2019 23:00,EDT,CAPITL,61757,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,CENTRL,61754,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,DUNWOD,61760,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,GENESE,61753,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,HUD VL,61758,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,LONGIL,61762,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,MHK VL,61756,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,MILLWD,61759,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,NORTH,61755,3.00,3.00,3.00,3.00
05/31/2019 23:00,EDT,WEST,61752,3.00,3.00,3.00,3.00
