Time Stamp,Time Zone,Name,PTID,10 Min Spinning Reserve ($/MWHr),10 Min Non-Synchronous Reserve ($/MWHr),30 Min Operating Reserve ($/MWHr),NYCA Regulation Capacity ($/MWHr)
05/29/2019 03:00,EDT,LONGIL,61762,2.75,2.75,2.75,7.07
05/29/2019 03:00,EDT,MHK VL,61756,2.75,2.75,2.75,7.07
05/29/2019 03:00,EDT,MILLWD,61759,2.75,2.75,2.75,7.07
05/29/2019 03:00,EDT,N.Y.C.,61761,2.75,2.75,2.75,7.07
05/29/2019 03:00,EDT,NORTH,61755,2.75,2.75,2.75,7.07
05/29/2019 03:00,EDT,WEST,61752,2.75,2.75,2.75,7.07
05/29/2019 04:00,EDT,CAPITL,61757,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,CENTRL,61754,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,DUNWOD,61760,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,GENESE,61753,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,HUD VL,61758,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,LONGIL,61762,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,MHK VL,61756,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,MILLWD,61759,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,N.Y.C.,61761,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,NORTH,61755,2.75,2.75,2.75,3.00
05/29/2019 04:00,EDT,WEST,61752,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,CAPITL,61757,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,CENTRL,61754,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,DUNWOD,61760,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,GENESE,61753,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,HUD VL,61758,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,LONGIL,61762,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,MHK VL,61756,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,MILLWD,61759,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,N.Y.C.,61761,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,NORTH,61755,2.75,2.75,2.75,3.00
05/29/2019 05:00,EDT,WEST,61752,2.75,2.75,2.75,3.00
05/29/2019 06:00,EDT,CAPITL,61757,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,CENTRL,61754,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,DUNWOD,61760,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,GENESE,61753,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,HUD VL,61758,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,LONGIL,61762,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,MHK VL,61756,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,MILLWD,61759,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,NORTH,61755,3.00,3.00,3.00,3.00
05/29/2019 06:00,EDT,WEST,61752,3.00,3.00,3.00,3.00
05/29/2019 07:00,EDT,CAPITL,61757,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,CENTRL,61754,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,DUNWOD,61760,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,GENESE,61753,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,HUD VL,61758,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,LONGIL,61762,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,MHK VL,61756,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,MILLWD,61759,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,N.Y.C.,61761,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,NORTH,61755,3.49,3.49,3.49,5.00
05/29/2019 07:00,EDT,WEST,61752,3.49,3.49,3.49,5.00
05/29/2019 08:00,EDT,CAPITL,61757,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,CENTRL,61754,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,DUNWOD,61760,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,GENESE,61753,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,HUD VL,61758,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,LONGIL,61762,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,MHK VL,61756,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,MILLWD,61759,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,N.Y.C.,61761,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,NORTH,61755,4.00,4.00,4.00,5.00
05/29/2019 08:00,EDT,WEST,61752,4.00,4.00,4.00,5.00
05/29/2019 09:00,EDT,CAPITL,61757,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,CENTRL,61754,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,DUNWOD,61760,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,GENESE,61753,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,HUD VL,61758,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,LONGIL,61762,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,MHK VL,61756,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,MILLWD,61759,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,N.Y.C.,61761,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,NORTH,61755,5.00,4.45,4.45,5.21
05/29/2019 09:00,EDT,WEST,61752,5.00,4.45,4.45,5.21
05/29/2019 10:00,EDT,CAPITL,61757,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,CENTRL,61754,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,DUNWOD,61760,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,GENESE,61753,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,HUD VL,61758,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,LONGIL,61762,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,MHK VL,61756,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,MILLWD,61759,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,N.Y.C.,61761,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,NORTH,61755,4.50,4.14,4.14,4.99
05/29/2019 10:00,EDT,WEST,61752,4.50,4.14,4.14,4.99
05/29/2019 11:00,EDT,CAPITL,61757,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,CENTRL,61754,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,DUNWOD,61760,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,GENESE,61753,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,HUD VL,61758,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,LONGIL,61762,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,MHK VL,61756,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,MILLWD,61759,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,N.Y.C.,61761,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,NORTH,61755,5.00,4.45,4.45,8.69
05/29/2019 11:00,EDT,WEST,61752,5.00,4.45,4.45,8.69
05/29/2019 12:00,EDT,CAPITL,61757,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,CENTRL,61754,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,DUNWOD,61760,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,GENESE,61753,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,HUD VL,61758,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,LONGIL,61762,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,MHK VL,61756,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,MILLWD,61759,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,N.Y.C.,61761,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,NORTH,61755,5.00,4.45,4.45,5.00
05/29/2019 12:00,EDT,WEST,61752,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,CAPITL,61757,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,CENTRL,61754,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,DUNWOD,61760,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,GENESE,61753,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,HUD VL,61758,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,LONGIL,61762,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,MHK VL,61756,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,MILLWD,61759,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,N.Y.C.,61761,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,NORTH,61755,5.00,4.45,4.45,5.00
05/29/2019 13:00,EDT,WEST,61752,5.00,4.45,4.45,5.00
05/29/2019 14:00,EDT,CAPITL,61757,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,CENTRL,61754,5.00,4.44,4.44,5.00
05/29/2019 14:00,EDT,DUNWOD,61760,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,GENESE,61753,5.00,4.44,4.44,5.00
05/29/2019 14:00,EDT,HUD VL,61758,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,LONGIL,61762,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,MHK VL,61756,5.00,4.44,4.44,5.00
05/29/2019 14:00,EDT,MILLWD,61759,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,N.Y.C.,61761,6.74,4.45,4.44,5.00
05/29/2019 14:00,EDT,NORTH,61755,5.00,4.44,4.44,5.00
05/29/2019 14:00,EDT,WEST,61752,5.00,4.44,4.44,5.00
05/29/2019 15:00,EDT,CAPITL,61757,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,CENTRL,61754,5.00,4.44,4.44,5.00
05/29/2019 15:00,EDT,DUNWOD,61760,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,GENESE,61753,5.00,4.44,4.44,5.00
05/29/2019 15:00,EDT,HUD VL,61758,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,LONGIL,61762,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,MHK VL,61756,5.00,4.44,4.44,5.00
05/29/2019 15:00,EDT,MILLWD,61759,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,N.Y.C.,61761,6.77,4.45,4.44,5.00
05/29/2019 15:00,EDT,NORTH,61755,5.00,4.44,4.44,5.00
05/29/2019 15:00,EDT,WEST,61752,5.00,4.44,4.44,5.00
05/29/2019 16:00,EDT,CAPITL,61757,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,CENTRL,61754,5.00,4.44,4.44,5.00
05/29/2019 16:00,EDT,DUNWOD,61760,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,GENESE,61753,5.00,4.44,4.44,5.00
05/29/2019 16:00,EDT,HUD VL,61758,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,LONGIL,61762,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,MHK VL,61756,5.00,4.44,4.44,5.00
05/29/2019 16:00,EDT,MILLWD,61759,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,N.Y.C.,61761,6.96,4.45,4.44,5.00
05/29/2019 16:00,EDT,NORTH,61755,5.00,4.44,4.44,5.00
05/29/2019 16:00,EDT,WEST,61752,5.00,4.44,4.44,5.00
05/29/2019 17:00,EDT,CAPITL,61757,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,CENTRL,61754,5.00,4.44,4.44,5.00
05/29/2019 17:00,EDT,DUNWOD,61760,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,GENESE,61753,5.00,4.44,4.44,5.00
05/29/2019 17:00,EDT,HUD VL,61758,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,LONGIL,61762,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,MHK VL,61756,5.00,4.44,4.44,5.00
05/29/2019 17:00,EDT,MILLWD,61759,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,N.Y.C.,61761,9.40,4.45,4.44,5.00
05/29/2019 17:00,EDT,NORTH,61755,5.00,4.44,4.44,5.00
05/29/2019 17:00,EDT,WEST,61752,5.00,4.44,4.44,5.00
05/29/2019 18:00,EDT,CAPITL,61757,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,CENTRL,61754,5.00,4.44,4.44,5.00
05/29/2019 18:00,EDT,DUNWOD,61760,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,GENESE,61753,5.00,4.44,4.44,5.00
05/29/2019 18:00,EDT,HUD VL,61758,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,LONGIL,61762,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,MHK VL,61756,5.00,4.44,4.44,5.00
05/29/2019 18:00,EDT,MILLWD,61759,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,N.Y.C.,61761,6.22,4.45,4.44,5.00
05/29/2019 18:00,EDT,NORTH,61755,5.00,4.44,4.44,5.00
05/29/2019 18:00,EDT,WEST,61752,5.00,4.44,4.44,5.00
05/29/2019 19:00,EDT,CAPITL,61757,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,CENTRL,61754,5.00,3.99,3.99,5.00
05/29/2019 19:00,EDT,DUNWOD,61760,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,GENESE,61753,5.00,3.99,3.99,5.00
05/29/2019 19:00,EDT,HUD VL,61758,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,LONGIL,61762,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,MHK VL,61756,5.00,3.99,3.99,5.00
05/29/2019 19:00,EDT,MILLWD,61759,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,N.Y.C.,61761,5.01,4.00,3.99,5.00
05/29/2019 19:00,EDT,NORTH,61755,5.00,3.99,3.99,5.00
05/29/2019 19:00,EDT,WEST,61752,5.00,3.99,3.99,5.00
05/29/2019 20:00,EDT,CAPITL,61757,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,CENTRL,61754,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,DUNWOD,61760,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,GENESE,61753,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,HUD VL,61758,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,LONGIL,61762,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,MHK VL,61756,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,MILLWD,61759,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,N.Y.C.,61761,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,NORTH,61755,5.00,4.00,4.00,5.00
05/29/2019 20:00,EDT,WEST,61752,5.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,CAPITL,61757,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,CENTRL,61754,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,DUNWOD,61760,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,GENESE,61753,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,HUD VL,61758,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,LONGIL,61762,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,MHK VL,61756,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,MILLWD,61759,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,N.Y.C.,61761,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,NORTH,61755,4.00,4.00,4.00,5.00
05/29/2019 21:00,EDT,WEST,61752,4.00,4.00,4.00,5.00
05/29/2019 22:00,EDT,CAPITL,61757,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,CENTRL,61754,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,DUNWOD,61760,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,GENESE,61753,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,HUD VL,61758,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,LONGIL,61762,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,MHK VL,61756,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,MILLWD,61759,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,NORTH,61755,3.00,3.00,3.00,4.99
05/29/2019 22:00,EDT,WEST,61752,3.00,3.00,3.00,4.99
05/29/2019 23:00,EDT,CAPITL,61757,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,CENTRL,61754,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,DUNWOD,61760,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,GENESE,61753,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,HUD VL,61758,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,LONGIL,61762,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,MHK VL,61756,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,MILLWD,61759,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,N.Y.C.,61761,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,NORTH,61755,3.00,3.00,3.00,3.00
05/29/2019 23:00,EDT,WEST,61752,3.00,3.00,3.00,3.00
